"X","time","month","Mslp","P5_f","P5_u","P5_v","P5_z","P5th","P5zh","P8_f","P8_u","P8_v","P8_z","P8th","P8zh","P500","P850","P_f","P_u","P_v","P_z","P_th","P_zh","R500","R850","Rhum","Shum","Temp","rainfall","clazz"
1189,"1970-07-24",7,-0.586,-0.89,-1.373,-1.496,0.003,227.05,1.204,-0.614,-0.563,-0.734,-0.27,214.31,0.552,0.889,-0.121,-1.257,0.685,-0.16,-0.925,156.35,0.133,-0.951,-1.018,-1.159,0.706,1.12,0.446,1
1194,"1970-07-29",7,-1.018,-1.201,-1.259,-0.098,0.223,284.91,0.299,-0.859,-0.563,0.078,0.04,301.62,-0.29,0.889,-0.747,-1.318,0.62,0.264,-0.531,153.38,-0.317,-1.022,-0.356,-0.744,1.077,1.189,0.303,1
1197,"1970-08-01",8,-1.575,-0.157,-2.037,1.066,1.588,292.39,-1.058,1.841,-1.953,1.923,2.986,314.02,-1.975,0.499,-1.51,0.879,-0.473,1.866,3.334,312.96,-1.817,0.101,-0.691,0.157,1.378,1.176,1.712,1
1198,"1970-08-02",8,-1.093,-0.157,-1.694,2.619,-0.041,322.85,-2.867,2.414,-0.31,3.251,0.764,357.14,-3.238,0.821,-0.93,0.629,0.872,2.428,1.089,181.8,-2.417,0.839,0.314,0.111,1.217,1.167,35.708,1
1199,"1970-08-03",8,-0.793,-0.862,-1.236,1.299,0.179,335.72,-1.058,0.777,0.449,1.701,-0.425,22.67,-1.553,0.908,-0.396,-0.499,1.169,1.198,0.158,22.18,-1.397,0.461,0.383,0.019,1.179,1.156,27.016,1
1200,"1970-08-04",8,-0.688,-1.06,-1.236,0.445,-0.35,316.69,-0.153,0.123,0.322,1.111,-1.045,19.67,-1.132,1.103,-0.105,-0.855,1.172,0.759,-0.441,30.17,-0.857,0.544,-0.15,-0.351,1.277,1.25,2.324,1
1201,"1970-08-05",8,-0.639,-0.665,-1.694,-0.72,-0.394,260.91,0.752,-0.287,-1.005,-0.07,-0.942,283.12,0.131,1.21,-0.014,-1.104,0.376,0.269,-0.619,294.92,-0.317,0.568,0.091,-0.074,1.281,1.228,5.688,1
1202,"1970-08-06",8,-0.79,-0.411,-1.923,-0.176,0.267,272.23,0.299,0.45,-1.637,0.225,-0.27,282.81,-0.29,0.937,-0.304,-0.581,0.03,0.539,-0.094,294.11,-0.497,0.16,-0.674,-0.074,1.245,1.189,0.185,1
1205,"1970-08-09",8,-0.732,-0.721,-1.511,-1.807,-0.394,228.88,2.109,0.368,-1.068,-1.398,-1.045,223.46,1.394,1.191,-0.136,-0.636,0.262,-0.783,-0.656,222.63,0.793,-0.478,-0.408,-0.189,1.29,1.223,4.171,1
1207,"1970-08-11",8,-2.268,-0.524,-1.557,-2.35,1.941,221.86,2.109,2.25,-0.815,-3.317,2.934,192.29,3.078,-0.378,-2.961,1.407,0.445,-3.08,0.763,188.96,2.622,1.253,0.142,0.688,1.412,1.136,57.74,2
1208,"1970-08-12",8,-2.582,-0.298,-1.328,-3.515,3.394,197.81,3.013,2.577,-0.057,-3.76,4.536,176.72,3.078,-0.67,-3.526,1.539,0.849,-3.248,2.366,179.11,2.472,0.792,0.692,1.543,1.488,1.07,84.602,2
1209,"1970-08-13",8,-1.91,-0.636,-0.732,-2.35,1.236,156.83,2.109,1.677,1.081,-2.358,2.417,147.43,2.236,0.158,-2.319,0.416,1.359,-1.885,0.837,160.69,1.692,-0.833,0.289,0.55,1.279,1.122,5.253,1
1213,"1970-08-17",8,-1.008,-0.862,-1.557,-0.254,0.223,271.31,0.299,-0.287,-0.815,0.521,-0.166,313.71,-0.711,0.733,-0.67,-0.774,0.548,0.927,0.124,339.17,-0.827,0.047,-0.562,0.18,1.243,1.186,4.896,1
1214,"1970-08-18",8,-1.036,-1.173,-1.259,-0.642,-0.702,247.26,0.752,-0.859,-0.563,0.078,-0.011,301.39,0.131,0.791,-0.793,-1.404,0.658,0.289,-0.115,327.71,-0.197,-0.195,-0.202,-0.49,1.044,1.14,0.908,1
1215,"1970-08-19",8,-1.477,-0.834,-0.663,-1.651,-0.041,138.26,1.656,-0.205,0.701,-0.586,0.454,112.66,0.552,0.148,-1.602,-1.089,1.237,-0.303,0.154,120.87,0.343,-0.673,0.598,-0.282,1.041,1.111,0.06,1
1216,"1970-08-20",8,-1.579,-0.806,-0.48,-0.797,1.104,103.93,0.752,-0.368,0.638,0.004,0.815,82.93,0.131,-0.046,-1.77,-1.094,1.153,-0.446,0.225,138.24,0.433,-1.004,0.512,-0.166,0.947,1.037,7.536,1
1217,"1970-08-21",8,-1.376,-1.032,-0.801,0.678,1.412,43.82,-0.605,-0.287,-0.057,0.89,1.125,9.64,-0.711,0.236,-1.327,-1.216,0.742,0.57,0.544,349.9,-0.587,0.018,0.151,-0.351,1.164,1.176,24.332,1
1218,"1970-08-22",8,-1.227,-1.116,-1.236,0.523,0.531,323.34,-0.605,0.204,-0.436,1.332,0.557,349.22,-1.553,0.509,-1.083,-0.433,0.86,1.361,0.995,183.35,-1.247,0.674,0.28,-0.028,1.179,1.144,3.658,1
1219,"1970-08-23",8,-1.05,-1.032,-1.282,0.678,0.399,318.57,-0.605,0.368,-0.815,1.259,-0.27,330.86,-1.132,0.674,-0.777,-0.53,0.532,1.157,0.363,164.12,-1.097,0.957,0.151,-0.42,1.156,1.151,0.804,1
1220,"1970-08-24",8,-0.922,-1.003,-1.396,-0.021,-0.482,287.18,0.299,0.368,-1.384,0.299,-1.51,294.05,0.131,0.85,-0.426,-0.611,-0.008,0.325,0.255,284.08,-0.197,-0.159,-0.373,-0.074,1.23,1.15,1.093,1
1221,"1970-08-25",8,-0.992,-0.354,-1.763,-2.35,-1.098,231.87,2.561,1.105,-1.826,-1.325,-1.923,239.13,1.815,0.665,-0.686,-0.148,-0.325,-0.431,-0.35,252.53,0.943,-0.662,-1.267,-0.235,0.96,1.037,0.133,1
1224,"1970-08-28",8,-1.915,-0.27,-0.686,-3.437,0.84,161.26,3.013,2.741,1.902,-3.022,1.125,140.34,2.657,-0.29,-2.503,0.797,2.003,-1.931,-1.442,144.54,2.172,-0.195,-0.666,-0.49,1.076,1.151,3.39,1
1225,"1970-08-29",8,-1.697,-0.862,-0.801,-1.962,-0.394,155.77,2.109,1.023,1.523,-1.029,-0.166,115.08,0.973,0.061,-1.938,-0.235,1.908,-0.303,-1.254,108.03,0.943,0.313,-0.167,-0.328,1.192,1.189,5.048,1
1226,"1970-08-30",8,-1.801,-0.806,-0.503,0.367,-0.305,68.91,-0.153,0.041,0.828,0.521,-0.528,59.02,-0.29,-0.105,-1.968,-1.338,0.944,0.417,0.837,29.31,-0.467,-0.213,0.168,-0.513,0.962,1.053,27.829,1
1227,"1970-08-31",8,-2,-1.032,-1.007,0.989,1.104,12.77,-1.058,-0.287,-0.563,0.816,1.591,335.04,-1.132,-0.319,-2.396,-0.977,0.552,0.498,1.687,298.16,-0.827,0.361,0.375,0.48,1.103,0.979,5.891,1
1228,"1970-09-01",9,-2.027,-0.834,-1.419,0.911,1.016,311.41,-1.058,0.041,-0.752,1.037,1.591,329.11,-1.132,-0.222,-2.503,-0.525,0.212,0.902,1.421,309.34,-1.007,1.241,0.598,0.527,1.297,1.035,20.431,1
1229,"1970-09-02",9,-1.689,-0.298,-1.923,1.066,0.84,294.72,-1.058,1.105,-1.637,1.332,0.299,311.84,-1.132,0.226,-1.77,0.299,-0.283,1.458,1.593,312.88,-1.187,0.42,0.778,0.988,1.366,1.059,0.233,1
1232,"1970-09-05",9,-1.997,-0.157,-1.648,-3.36,4.055,215.86,3.013,3.396,-1.7,-4.055,3.502,204.48,3.499,-0.66,-2.518,1.595,0.144,-3.187,2.645,195.83,2.772,1.377,0.194,0.226,1.256,1.012,102.423,2
1233,"1970-09-06",9,-2.938,-0.806,-1.396,-0.953,5.42,261.25,0.752,0.45,0.006,-0.66,7.791,95.01,0.552,-0.796,-3.617,0.523,1.047,-0.778,8.923,97.89,0.403,1.536,1.345,1.635,1.594,1.015,380.938,2
1234,"1970-09-07",9,-2.178,-0.1,-1.236,3.473,3.79,349.94,-3.319,3.314,0.322,4.063,5.518,9.34,-4.08,-0.154,-2.533,2.282,1.138,4.056,5.821,7.41,-3.527,1.353,1.303,1.012,1.41,1.142,36.032,1
1235,"1970-09-08",9,-1.148,-0.185,-1.19,3.24,0.531,351.75,-3.319,2.823,0.322,3.62,1.125,8.77,-3.238,0.558,-1.113,1.27,1.092,3.051,0.847,6.84,-2.897,1.224,0.52,0.48,1.223,1.144,19.409,1
1236,"1970-09-09",9,-0.686,-0.58,-1.213,2.153,-1.23,343.6,-1.962,1.186,-0.183,2.218,-1.82,177.81,-1.975,1.045,-0.197,-0.138,0.86,1.657,-0.4,181.01,-1.637,-0.579,0.254,-0.097,1.034,1.103,5.861,1
1237,"1970-09-10",9,-0.312,-0.919,-1.488,0.057,-1.054,284.58,-0.153,-0.123,-0.879,0.373,-1.768,301.31,-0.29,1.327,0.368,-1.231,0.559,0.417,-0.767,318.3,-0.527,-0.88,0.125,0.365,0.962,0.989,5.207,1
1238,"1970-09-11",9,-0.365,-1.088,-1.373,-0.098,-0.658,280.57,-0.153,-0.287,-0.942,0.299,-1.045,294.54,-0.711,1.239,0.353,-1.14,0.544,0.519,0.074,319.67,-0.587,-0.732,-0.468,-0.351,0.904,1.006,0.46,1
1241,"1970-09-14",9,-0.38,-0.975,-1.19,0.989,-0.129,332.77,-1.058,0.123,-0.373,1.185,-0.787,348.72,-1.132,0.898,0.169,-0.525,0.734,1.259,0.107,175.99,-1.367,-0.638,-0.855,-0.166,0.938,0.958,0.135,1
1242,"1970-09-15",9,-0.246,-1.088,-1.053,0.833,-0.173,169.11,-1.058,0.123,-0.183,1.185,0.247,178.73,-1.132,0.996,0.414,-0.84,0.704,0.948,0.366,351.49,-1.127,0.177,-1.242,-0.051,1.004,1.054,23.597,1
1243,"1970-09-16",9,-0.19,-1.173,-0.87,0.445,0.311,32.58,-0.605,0.204,0.133,1.259,-0.58,12.62,-1.553,0.937,0.49,-0.606,1.1,1.101,-0.504,20,-1.307,1.631,-0.76,-0.189,1.07,1.115,6.363,1
1244,"1970-09-17",9,-0.413,-1.257,-0.87,0.057,-0.129,50.34,-0.153,0.123,0.512,1.037,-0.838,35.29,-1.132,0.947,0.185,-0.448,1.527,0.922,-0.733,46.4,-1.007,1.465,-0.778,0.134,1.105,1.086,22.63,1
1245,"1970-09-18",9,-0.623,-1.314,-0.892,-0.021,-0.217,51.73,0.299,0.123,0.638,0.89,-0.218,42.92,-0.711,0.772,-0.197,-0.677,1.386,0.784,-0.81,44.69,-0.767,0.786,-0.7,0.065,1.035,1.022,0.035,1
1246,"1970-09-19",9,-0.508,-1.427,-1.03,-0.176,-0.482,180,0.299,-0.696,-0.057,0.521,-0.218,190.13,-0.29,0.782,-0.09,-1.211,0.925,0.555,-0.333,15.51,-0.377,0.615,-0.528,0.48,0.874,0.931,2.381,1
1247,"1970-09-20",9,-0.346,-1.229,-1.213,-0.72,-0.041,239.92,0.752,-1.023,-0.436,0.152,-0.321,317.6,-0.29,0.713,0.169,-1.104,0.472,0.483,0.06,310.75,-0.317,0.479,-0.545,-0.051,0.814,0.939,5.966,1
1248,"1970-09-21",9,-0.394,-0.975,-1.465,-0.564,-0.261,260.46,0.752,-0.45,-0.879,0.225,0.35,291.81,-0.29,0.713,0.078,-1.074,0.433,0.478,-0.303,311.81,-0.287,0.154,-1.216,-1.275,0.69,1.022,3.008,1
1250,"1970-09-23",9,-0.872,-1.144,-1.328,-0.409,-0.217,265.82,0.299,0.45,-1.574,0.078,0.454,277.42,-0.29,0.587,-0.655,-0.408,-0.153,0.31,0.107,280.16,-0.167,-0.006,-0.459,-0.12,0.97,0.973,0.783,1
1251,"1970-09-24",9,-0.987,-1.286,-1.19,-0.72,-0.482,234.76,0.752,0.204,-1.258,0.521,-0.373,296.68,-0.711,0.596,-0.716,-0.682,0.228,0.697,0.685,306.76,-0.617,0.018,-1.044,-0.005,0.988,0.984,0.508,1
1254,"1970-09-27",9,-0.311,-1.06,-1.396,-0.642,-0.658,255.72,0.752,0.204,-1.384,-0.513,0.247,256.1,0.552,1.074,0.246,-0.164,-0.336,-0.308,0.974,257.76,0.463,0.349,0.34,-0.074,0.86,0.888,5.194,1
1255,"1970-09-28",9,-0.311,-1.088,-1.373,-0.487,-0.041,263.78,0.299,-0.123,-1.131,-0.291,0.66,265.19,0.131,0.957,0.2,-0.148,-0.355,-0.119,0.998,265.09,0.283,0.16,-0.193,0.019,0.809,0.829,0.325,1
1256,"1970-09-29",9,-0.043,-1.257,-1.213,-0.098,-0.085,289.26,-0.153,0.45,-1.637,-0.365,0.557,265.23,0.131,0.821,0.414,1.178,-1.3,-0.696,0.877,255.78,0.823,0.485,0.881,0.434,0.719,0.599,31.172,1
1257,"1970-09-30",9,0.23,-1.257,-1.121,0.29,-0.702,335.34,-0.605,0.123,-1.321,0.152,0.505,283.22,-0.29,0.869,0.704,1.463,-1.471,-0.916,1.421,253.46,0.643,0.969,1.56,1.196,0.689,0.57,1.688,1
1258,"1970-10-01",10,0.35,-1.37,-1.03,0.057,-0.57,40.04,-0.153,-0.287,-1.068,-0.07,0.609,272.96,0.131,1.132,0.948,1.011,-1.174,-0.635,1.532,256.74,0.583,1.696,1.586,1.381,0.72,0.57,13.584,1
1259,"1970-10-02",10,0.084,-1.088,-0.824,0.523,-1.054,38.2,-0.605,0.204,-1.447,-0.291,0.815,265.91,0.131,0.967,0.536,1.092,-1.243,-0.579,1.684,258.48,0.553,1.855,1.74,1.635,0.753,0.574,56.587,2
1260,"1970-10-03",10,-0.537,-0.947,-0.641,0.367,-1.054,61.43,-0.605,0.532,-1.574,-0.66,1.332,251.98,0.552,0.333,-0.594,1.29,-1.288,-1.084,1.573,248.94,1.093,1.578,1.595,1.751,0.752,0.462,4.074,1
1261,"1970-10-04",10,-0.854,-0.439,-0.297,1.222,-0.526,57.45,-1.51,-0.205,-0.815,-0.956,1.022,222.19,0.973,0.07,-1.006,0.838,-0.751,-1.472,1.536,234.28,1.243,0.893,1.543,2.143,0.72,0.494,3.489,1
1262,"1970-10-05",10,-0.492,-0.552,-0.297,0.445,-0.526,72.78,-0.153,-0.45,-0.815,-0.586,0.402,237.54,0.552,0.402,-0.457,0.482,-0.709,-0.849,0.45,246.48,0.763,0.922,1.448,0.088,0.459,0.556,0.562,1
1263,"1970-10-06",10,-0.262,-0.975,-0.641,0.29,-1.451,66.81,-0.153,-0.532,-0.815,-0.291,0.092,260.69,0.131,0.889,0.078,0.177,-0.607,-0.196,0.561,263.24,0.163,1.2,0.821,0.111,0.702,0.692,18.273,1
1264,"1970-10-07",10,-0.333,-1.06,-0.778,0.6,-1.274,41.75,-0.605,-0.041,-1.131,0.373,0.144,293.82,-0.29,0.908,0.093,0.116,-0.557,0.304,0.665,278.56,-0.317,0.875,0.073,0.296,0.828,0.789,6.632,1
1265,"1970-10-08",10,-0.42,-0.749,-1.465,1.066,-0.79,314.06,-1.058,0.532,-1.7,0.152,0.66,279.92,-0.29,0.996,0.093,0.019,-0.488,0.07,1.536,271.9,-0.107,0.585,-0.855,0.827,0.934,0.779,1.057,1
1266,"1970-10-09",10,-0.08,-0.58,-1.671,1.066,-0.394,302.42,-1.058,0.777,-1.826,0.299,0.247,283.56,-0.29,1.366,0.719,0.019,-0.469,0.315,1.149,278.94,-0.047,-0.13,-0.786,0.827,1.024,0.886,0.434,1
1270,"1970-10-13",10,-0.742,-1.427,-0.961,-0.254,-1.054,102.01,0.299,0.859,-1.89,0.373,-0.631,283.89,-0.29,0.713,-0.487,0.736,-1.018,0.304,0.309,276.27,-0.047,-0.903,-1.053,0.758,0.77,0.695,0.075,1
1272,"1970-10-15",10,-0.789,-0.947,-1.236,1.066,0.047,333.99,-1.51,1.514,-2.016,1.332,1.487,304.07,-1.553,0.713,-0.396,1.112,-0.98,1.489,1.899,300.93,-1.397,0.851,0.177,0.042,1.066,0.922,5.185,1
1273,"1970-10-16",10,-0.617,-0.862,-0.572,0.445,0.84,64.13,-0.605,-0.205,-0.247,0.963,1.332,356.2,-1.132,0.684,-0.166,-0.387,0.243,1.07,1.432,318.31,-1.097,2.127,0.701,0.758,1.053,0.849,6.582,1
1274,"1970-10-17",10,-0.428,-0.721,-0.412,-0.098,-0.878,83.35,-0.153,0.041,0.512,-1.103,0.764,139.9,0.973,1.093,-0.029,-0.331,0.384,-1.089,0.719,199.58,1.003,1.241,0.451,1.658,0.803,0.594,2.254,1
1275,"1970-10-18",10,-0.301,-0.58,-0.274,0.134,-1.362,80.25,-0.153,-0.941,-0.31,-0.513,0.557,218.13,0.552,0.986,-0.029,-0.026,-0.309,-0.722,0.252,241.22,0.673,0.845,0.95,0.804,0.607,0.589,8.474,1
1276,"1970-10-19",10,-0.277,-0.185,0.046,0.134,-1.362,83.07,-0.153,-0.287,-1.005,-0.439,1.125,252.76,0.552,0.713,-0.121,0.848,-1.029,-0.717,1.805,254.23,0.763,0.573,1.465,0.758,0.443,0.392,7.974,1
1277,"1970-10-20",10,0.068,-0.213,0.001,0.057,-0.261,84.11,-0.153,0.368,-1.574,-0.291,1.125,265.82,0.131,0.558,0.353,1.331,-1.468,-0.237,1.142,265.27,0.283,0.893,1.629,0.919,0.418,0.406,0.856,1
1278,"1970-10-21",10,0.11,-0.467,-0.183,-0.331,0.972,89.15,0.299,-0.205,-1.131,-0.291,0.712,263.78,0.131,0.596,0.597,1.133,-1.315,0.233,1.556,274.06,-0.077,-0.313,1.551,0.365,0.416,0.417,0.366,1
1282,"1970-10-25",10,-0.357,-1.342,-0.892,-0.331,-1.495,88.26,0.299,-0.941,0.133,-0.144,0.402,111.72,0.131,1.084,-0.06,-1.506,0.677,0.121,0.054,301.84,0.043,0.118,0.203,0.827,0.586,0.486,1.1,1
1284,"1970-10-27",10,0.853,-0.495,-0.228,0.134,-0.746,80.72,-0.153,-0.205,-0.942,-0.882,0.144,229.43,0.973,0.821,0.963,1.224,-1.3,-0.854,-0.397,252.11,1.033,0.148,1.028,-0.513,-0.405,-0.207,0.062,1
1285,"1970-10-28",10,0.907,-0.072,0.138,0.134,-1.362,83.48,-0.153,-0.287,-0.815,-0.808,-0.166,225.74,0.973,0.45,0.948,1.428,-1.441,-0.926,-0.525,251.8,0.973,0.691,0.615,-0.397,-0.524,-0.321,0.123,1
1289,"1971-05-01",5,0.006,-0.834,-0.503,0.212,0.223,73.39,-0.153,-0.45,-0.499,0.594,-0.787,332.7,-0.711,0.178,0.169,-0.362,0.186,1.121,-0.625,322.57,-1.097,1.519,-1.792,-1.252,-0.292,0.089,0.563,1
1290,"1971-05-02",5,-0.182,-0.721,-0.389,-0.098,-1.054,83.78,-0.153,-0.614,-0.31,0.521,-0.528,167.82,-0.711,0.392,-0.044,-0.703,0.357,0.856,-0.42,325.44,-1.007,0.686,-1.499,-0.513,0.048,0.183,0.06,1
1291,"1971-05-03",5,-0.391,-0.834,-0.48,0.057,-1.318,78,-0.153,-0.778,0.069,0.373,-0.528,30.15,-0.711,0.528,-0.197,-0.942,0.917,0.83,-0.636,190.83,-0.887,0.148,0.168,1.243,0.39,0.219,0.246,1
1292,"1971-05-04",5,-0.426,-0.495,-0.251,0.523,-1.715,71.2,-0.605,-0.859,0.196,0.152,-0.218,57.13,0.131,0.226,-0.396,-0.316,-0.248,-0.048,0.79,267.28,-0.017,0.715,0.933,1.889,0.124,-0.072,12.193,1
1293,"1971-05-05",5,-0.55,-0.213,-0.022,0.6,-0.129,75.5,-0.605,-0.532,0.385,-0.365,1.435,114.36,0.131,-0.358,-0.976,0.416,-0.626,-0.936,0.685,243.2,0.613,2.192,1.371,1.335,-0.213,-0.355,8.446,1
1297,"1971-05-09",5,0.15,0.295,0.367,-1.729,2.161,106.06,1.656,-0.532,-0.752,0.299,0.195,306.25,-0.29,-1.167,-0.228,-0.143,-0.165,0.958,-0.441,305.02,-0.677,0.432,-2.54,-2.083,-0.655,-0.255,1.822,1
1298,"1971-05-10",5,-0.089,-0.015,0.184,-0.953,1.676,99.04,0.752,0.286,-1.258,0.668,-0.011,305.89,-0.711,-1.001,-0.365,0.187,-0.416,1.055,0.164,301.3,-1.007,2.434,-1.19,-0.859,-0.353,-0.128,24.869,1
1299,"1971-05-11",5,-0.081,-0.298,-0.045,-0.72,0.928,96.22,0.752,-0.041,-0.815,0.668,-0.425,318.81,-0.711,-0.709,-0.304,0.126,-0.378,1.009,-0.602,301.16,-0.917,2.033,0.091,-1.252,-0.3,0.078,53.792,2
1300,"1971-05-12",5,-0.285,-0.552,-0.251,-0.487,0.267,92.68,0.752,-0.368,-0.752,0.447,-0.063,315.79,-0.29,-0.446,-0.426,-0.189,-0.134,0.937,-0.283,305.49,-0.887,1.826,0.684,-0.005,0.089,0.164,17.178,1
1301,"1971-05-13",5,-0.461,-0.693,-0.389,-0.021,0.443,81.74,0.299,-0.532,-0.815,0.225,0.867,295.88,-0.29,-0.494,-0.64,-0.342,-0.184,0.478,0.195,287.88,-0.497,0.792,0.28,0.85,0.127,0.13,23.137,1
1302,"1971-05-14",5,-0.492,-1.06,-0.778,-1.186,1.016,134.89,1.656,-0.45,-0.879,-0.291,0.454,259.9,0.131,-0.641,-0.701,-0.209,-0.306,-0.283,0.642,257.89,0.223,-0.372,0.082,0.573,-0.118,0.034,3.037,1
1304,"1971-05-16",5,-0.474,-0.693,-0.412,0.367,-0.173,70.94,-0.153,-0.205,0.701,0.078,-0.631,81.48,0.131,-0.202,-0.686,-0.881,0.887,0.851,-1.13,182.78,-0.887,-0.136,-0.7,-1.459,-0.183,0.214,1.331,1
1305,"1971-05-17",5,-0.424,-0.749,-0.412,0.134,0.399,77.73,-0.153,-0.368,0.449,0.447,-0.425,51.55,-0.29,-0.027,-0.518,-0.753,0.894,0.983,-0.955,186.79,-1.187,1.377,-0.305,-0.905,0.089,0.359,0.83,1
1306,"1971-05-18",5,-0.59,-0.749,-0.435,0.445,0.619,68.85,-0.605,-0.205,0.701,0.299,-0.063,67.52,-0.29,0.041,-0.655,-0.713,1.245,0.876,-1.019,31.42,-0.857,0.627,-0.502,0.019,0.324,0.414,0.052,1
1307,"1971-05-19",5,-0.848,-0.467,-0.183,0.134,0.487,81.29,-0.153,-0.287,0.701,-0.07,0.04,87.16,0.131,-0.115,-0.976,-1.46,0.723,-0.038,0.043,169.36,0.403,0.946,0.082,0.642,0.333,0.312,8.369,1
1308,"1971-05-20",5,-0.583,-0.354,-0.091,0.057,0.179,82.82,-0.153,-0.859,-0.626,-0.07,0.919,278.75,0.131,-0.046,-0.731,-0.331,-0.226,-0.017,0.87,268.67,0.223,1.135,0.993,1.081,0.183,0.233,4.728,1
1309,"1971-05-21",5,-0.604,-0.608,-0.32,0.29,-0.129,74.98,-0.605,-0.696,-0.183,0.521,1.28,181.46,-0.711,0.07,-0.64,-0.362,-0.203,0.197,0.827,275.98,-0.257,0.94,1.01,1.058,0.584,0.418,8.245,1
1310,"1971-05-22",5,-0.62,-0.495,-0.228,0.29,-0.746,76.54,-0.153,0.204,1.017,0.152,0.505,78.31,-0.29,0.402,-0.518,-1.521,0.993,0.024,-0.273,96.18,-0.137,0.916,0.065,1.589,0.494,0.417,0.081,1
1313,"1971-05-25",5,-0.524,-0.665,-0.366,0.29,-0.57,73.86,-0.153,-0.368,0.006,0.816,-0.425,12.37,-0.711,0.616,-0.09,-0.855,0.319,0.463,1.27,297.98,-0.617,1.212,-0.072,1.612,0.742,0.544,0.139,1
1314,"1971-05-26",5,-0.476,-0.919,-0.641,0.6,-1.495,56.92,-0.605,-0.123,0.322,0.89,-1.923,28.07,-1.132,0.947,0.124,-0.677,1.226,0.932,-0.488,32.03,-1.007,0.231,-1.284,0.873,0.697,0.684,4.266,1
1315,"1971-05-27",5,-0.434,-0.919,-0.641,0.523,-1.098,57.69,-0.605,0.204,0.638,1.037,-0.735,39.25,-1.132,1.171,0.2,-0.647,1.226,1.004,-0.427,30.28,-1.187,-0.384,-1.198,0.019,0.875,0.762,4.401,1
1316,"1971-05-28",5,-0.359,-0.862,-0.572,0.445,-1.054,61.77,-0.605,0.123,0.828,0.594,0.092,57.56,-0.29,1.113,0.215,-1.013,1.051,0.718,0.222,24.67,-0.617,-0.555,-1.035,1.012,0.907,0.702,14.968,1
1317,"1971-05-29",5,-0.116,-0.806,-0.549,0.6,-1.274,59.33,-0.605,-0.941,-0.183,0.299,-0.27,10.27,-0.29,1.064,0.628,-1.216,0.616,0.355,0.521,310.76,-0.377,-0.206,-0.657,1.866,0.844,0.564,16.943,1
1318,"1971-05-30",5,-0.072,-0.919,-0.641,0.678,-1.274,52.53,-0.605,-0.45,-0.057,0.742,-0.58,8.74,-0.711,1.045,0.734,-0.845,0.719,0.937,1.005,349.43,-0.737,-0.738,-0.872,1.312,0.798,0.625,5.577,1
1320,"1971-06-01",6,-0.469,-0.975,-0.595,-0.176,-0.878,84.96,-0.153,-0.778,-0.247,0.447,-0.787,184.09,-0.711,0.558,0.047,-1.008,0.872,0.779,0.077,188.04,-0.887,-0.691,-1.044,0.919,0.779,0.68,4.609,1
1321,"1971-06-02",6,-0.742,-0.495,-0.297,0.911,-1.583,64.28,-0.605,0.614,0.765,1.332,-1.768,37.02,-1.553,0.635,-0.197,-0.25,1.63,1.085,-0.447,46.4,-1.277,0.437,-0.683,-0.051,0.968,0.842,5.205,1
1322,"1971-06-03",6,-0.96,-0.665,-0.48,0.989,0.399,54.44,-1.058,1.35,1.333,1.701,-0.218,44.52,-1.553,0.538,-0.67,0.202,1.999,1.182,0.033,54.52,-1.367,1.424,-0.605,0.965,0.989,0.805,38.702,1
1323,"1971-06-04",6,-1.127,-0.636,-0.412,0.833,-0.173,60.69,-0.605,1.105,1.397,1.185,-0.063,53.92,-1.132,0.47,-0.976,-0.092,1.847,0.953,0.188,56.94,-0.977,1.283,0.048,0.48,0.972,0.817,3.152,1
1324,"1971-06-05",6,-1.466,-0.27,-0.114,1.066,-0.966,65.53,-1.058,2.577,2.534,1.554,-0.58,61.39,-1.553,0.392,-1.419,0.762,2.453,1.259,0.178,61.08,-1.217,0.821,-0.622,-0.697,0.944,0.908,1.6,1
1325,"1971-06-06",6,-1.206,-0.27,-0.183,1.532,-0.041,57.29,-1.51,1.268,1.333,1.48,0.712,47.07,-1.553,0.295,-1.128,-0.408,1.454,1.096,1.522,38.26,-0.977,1.247,0.039,0.596,0.952,0.786,22.628,1
1326,"1971-06-07",6,-0.713,-0.439,-0.389,1.687,0.311,46.9,-1.51,1.677,1.46,1.849,-0.321,43.83,-1.553,0.587,-0.228,-0.347,1.481,1.136,0.43,39.62,-1.247,1.761,-0.631,0.434,1.038,0.919,7.702,1
1327,"1971-06-08",6,-0.391,-0.834,-0.641,0.911,0.267,48.41,-0.605,1.514,1.333,1.849,-1.097,41.69,-1.975,0.83,0.307,-0.006,1.721,1.295,-0.4,43.74,-1.487,1.595,-0.855,0.55,0.985,0.953,2.612,1
1328,"1971-06-09",6,-0.282,-0.834,-0.595,0.833,-0.173,52.35,-1.058,1.105,1.207,1.48,-1.252,44.67,-1.553,1.015,0.429,-0.245,1.63,1.091,-0.713,45.57,-1.307,1.584,-0.915,0.319,1.003,0.925,0.052,1
1329,"1971-06-10",6,-0.434,-1.116,-0.801,0.445,-0.658,45.78,-0.605,0.532,0.701,1.259,-1.252,35.64,-1.553,1.006,0.231,-0.153,1.618,1.223,-0.871,41.52,-1.277,0.863,-1.198,-0.074,0.984,0.94,0.41,1
1330,"1971-06-11",6,-0.614,-1.144,-1.007,0.678,-0.35,10.99,-0.605,0.204,0.701,0.963,-1.303,41.92,-1.132,0.947,-0.166,-0.489,1.5,0.897,-1.17,44.98,-1.007,0.018,-1.181,0.019,0.812,0.903,1.149,1
