"","Mslp","P5_f","P5_u","P5_v","P5_z","P5th","P5zh","P8_f","P8_u","P8_v","P8_z","P8th","P8zh","P500","P850","P_f","P_u","P_v","P_z","P_th","P_zh","R500","R850","Rhum","Shum","Temp","clazz"
"301",-0.91,0.436,0.527,0.833,0.928,77.85,-0.605,0.777,1.523,0.078,1.125,84.76,0.131,-1.089,-1.556,-0.453,-0.005,-0.589,0.386,236.33,0.463,1.767,0.916,1.081,-0.354,-0.46,2
"6348",-1.512,1.085,-2.816,3.318,3.526,300.91,-3.319,5.605,-4.607,3.473,3.916,304.21,-3.238,0.197,-1.632,3.532,-2.469,2.877,1.724,302.49,-2.747,1.247,-0.52,0.294,1.469,1.333,2
"1892",-1.154,-0.157,0.023,0.756,-0.261,73.21,-0.605,0.859,1.46,0.594,1.539,68.37,-0.711,0.022,-1.205,-1.018,1.298,-0.058,1.23,105.73,-0.077,2.044,0.228,0.596,0.61,0.756,2
"4131",-3.091,-0.382,-0.412,-1.186,6.697,104.71,0.752,2.086,1.839,-0.956,8.05,102.49,0.552,-0.777,-3.862,1.804,2.517,-1.666,7.885,116.27,0.853,1.17,1.354,1.358,1.655,1.198,2
"2786",-0.58,-0.27,-0.068,-1.496,1.368,109.35,1.204,-1.105,-0.31,-0.365,1.384,165.63,0.131,0.187,-0.793,0.329,-0.721,0.335,0.252,278.06,-0.107,2.369,1.19,0.896,0.369,0.32,2
"1205",-2.268,-0.524,-1.557,-2.35,1.941,221.86,2.109,2.25,-0.815,-3.317,2.934,192.29,3.078,-0.378,-2.961,1.407,0.445,-3.08,0.763,188.96,2.622,1.253,0.142,0.688,1.412,1.136,2
"4890",-4.114,0.38,-2.358,1.066,7.182,285.93,-1.058,5.851,-4.986,2.218,10.22,291.08,-2.396,-1.615,-5.633,4.061,-2.816,1.851,9.491,287.55,-2.087,1.483,1.637,1.473,1.803,1.15,2
"5791",-5.513,1.17,-1.259,-7.708,11.189,187.07,6.632,7.569,-0.815,-8.262,16.163,185.81,7.289,-2.9,-7.862,8.82,1.092,-10.558,15.414,177.78,7.362,2.251,1.731,1.818,1.91,1.08,2
"2927",-1.263,-0.128,-1.808,-2.894,0.135,222.87,3.466,6.178,-4.923,-4.055,-0.166,233.93,4.763,-0.65,-1.739,4.153,-2.74,-3.417,-0.518,233.43,4.782,0.627,0.537,0.573,0.556,0.533,2
"6023",-0.344,-1.201,-1.03,0.445,1.192,12.12,-0.605,-0.041,-1.131,0.078,3.089,281.47,-0.29,1.405,0.261,-0.108,-0.252,-0.308,2.937,265.34,0.223,2.387,0.898,0.94,1.145,0.955,2
"1578",-4.059,0.21,-2.015,1.532,10.485,288.62,-1.51,2.987,-1.89,2.661,11.874,302.58,-2.396,-2.199,-5.343,2.683,-0.805,2.561,13.457,291.58,-2.267,1.755,1.56,1.635,1.603,1.035,2
"2709",-1.369,-1.032,-0.824,0.523,4.495,59.25,-0.605,0.204,0.133,1.259,3.916,20.66,-1.132,-0.007,-1.189,-0.189,0.94,1.509,5.152,37.11,-1.247,2.103,1.354,0.758,1.212,0.917,2
"574",-1.785,-0.157,0.023,-1.108,0.752,102.7,1.204,1.514,1.965,-1.029,2.262,109.68,0.973,-0.387,-2.472,-0.738,1.112,-0.844,0.013,127.27,0.883,1.962,1.122,0.504,0.533,0.493,2
"5853",-0.429,0.86,0.894,0.057,-0.79,86.8,0.299,0.368,1.207,-0.217,1.849,93,0.552,-0.787,-0.96,0.238,-0.428,-1.038,1.751,236.61,0.883,1.353,1.336,1.01,-0.587,-0.698,2
"3846",-0.83,1.226,1.054,2.231,0.267,69.83,-2.415,0.777,1.46,0.521,-0.476,69.81,-0.711,-1.585,-1.464,-1.506,0.765,0.146,-1.281,135,-0.047,2.074,0.839,1.797,-0.38,-0.563,2
"4281",-0.793,0.549,0.642,0.29,0.752,83.47,-0.605,0.941,1.523,0.447,0.144,73.02,-0.711,-0.339,-0.884,-1.292,1.047,0.391,-0.38,40.79,-0.407,2.044,1.019,1.081,0.318,0.034,2
"5747",-0.522,-0.806,-0.641,1.066,1.28,42.99,-1.058,0.286,0.133,1.332,-0.58,13.97,-1.553,0.723,0.001,-0.606,1.07,1.116,-0.162,18.57,-1.337,2.446,-0.211,0.432,1.15,1.019,2
"1426",-2.218,-0.382,-1.877,-0.409,2.337,268.35,0.299,2.905,-3.28,0.373,4.381,278.11,-0.29,-0.504,-2.869,2.307,-1.974,0.039,3.993,271.14,-0.017,0.621,0.778,1.566,1.312,0.881,2
"4019",-1.871,-0.354,-0.435,1.92,3.79,47.09,-1.962,2.086,0.891,2.661,5.725,30.76,-2.817,-0.202,-2.243,0.812,1.458,2.356,5.804,37.36,-2.027,1.123,0.898,0.226,0.852,0.782,2
"5242",-2.887,0.154,-2.106,-0.953,8.635,261.07,0.752,3.15,-3.28,0.152,8.153,273.49,-0.29,-1.274,-3.556,2.856,-1.993,-0.262,8.349,265.82,0.073,1.784,0.151,-0.189,1.271,0.975,2
"4907",-2.337,0.323,-1.35,4.638,5.156,346.8,-4.676,5.523,-2.269,5.539,6.965,335.41,-5.343,-0.348,-2.747,3.893,-0.873,5.133,6.258,333.65,-4.667,1.265,0.606,-0.005,1.225,1.06,2
"3924",-1.4,-0.975,-0.961,1.066,0.487,189.44,-1.058,1.432,0.512,2.292,0.97,18.44,-2.396,0.509,-1.388,-0.006,1.294,1.678,0.81,20.96,-1.937,0.638,1.028,0.457,1.263,1.081,2
"4608",-3.965,0.775,-2.793,-0.875,5.42,265.03,0.752,4.132,-4.165,-0.217,7.791,269.62,0.131,-1.371,-5.434,2.744,-2.172,-0.385,6.581,263.88,0.253,1.005,1.362,1.104,1.838,1.164,2
"3177",-1.945,-0.354,-1.419,2.464,4.011,332.01,-2.415,3.641,-1.068,4.285,4.278,346.19,-4.08,0.07,-2.106,2.566,0.258,4.306,4.262,349.71,-3.677,1.867,0.486,0.249,1.287,1.085,2
"493",-1.669,-1.229,-1.076,-0.797,3.13,246.53,0.752,-0.45,-0.373,-0.882,3.658,215.35,0.973,-0.115,-1.846,-0.794,0.795,-0.609,3.421,102.14,0.403,-0.136,-0.158,0.411,1.039,0.953,2
"5727",-0.63,0.069,0.252,0.29,0.003,82.11,-0.153,-0.532,0.069,-0.882,1.952,133.57,0.552,0.226,-0.655,-0.067,-0.058,-1.156,1.603,224.27,0.613,1.719,1.405,1.887,0.468,0.321,2
"3789",-3.585,0.69,0.459,-3.204,6.345,118.52,2.561,7.324,5.125,-4.351,10.375,122.59,3.499,-1.196,-5.083,6.486,5.394,-4.877,5.898,129.01,4.032,1.472,1.775,1.081,1.498,1.144,2
"2502",-2.588,-0.665,-1.717,-0.331,0.179,271.45,-0.153,0.777,-1.826,-0.291,2.986,269.13,-0.29,-0.105,-3.22,0.075,-0.412,-0.431,3.018,262.32,0.043,0.774,1.036,0.758,1.545,1.124,2
"3642",-3.172,0.521,-1.442,-5.611,7.49,197.71,4.823,3.559,-1.068,-4.498,8.05,195.97,3.92,-1.157,-4.045,4.031,0.129,-5.663,8.402,190.3,4.152,0.851,1.569,1.312,1.647,1.035,2
"2005",-0.181,-1.229,-1.236,-0.176,-0.614,282.56,0.299,0.368,-1.51,-0.439,0.764,261.08,0.131,1.015,0.276,0.792,-1.029,-0.471,1.425,258.68,0.463,1.265,1.586,1.751,0.834,0.587,2
"2851",-1.607,0.605,-2.518,2.464,1.897,299.34,-2.867,4.869,-4.165,2.956,2.727,303.54,-2.817,0.324,-1.861,2.744,-1.932,2.591,0.558,304.57,-2.537,1.217,0.323,0.134,1.436,1.247,2
"2740",-1.312,-1.088,-0.984,0.833,1.897,182.4,-0.605,0.614,-1.321,0.963,2.986,310.43,-1.132,0.139,-1.342,0.848,-0.725,0.616,5.431,292.73,-0.557,2.564,1.809,2.236,1.049,0.631,2
"5649",-2.282,-0.89,-1.259,-1.496,3.35,234.27,1.204,2.168,-2.522,-1.029,5.931,256.35,0.973,-0.66,-2.762,1.397,-0.866,-1.349,6.466,247.32,1.093,1.064,1.465,1.081,1.448,0.919,2
"1544",-2.086,-0.552,-0.709,2.076,-0.173,23.76,-1.962,1.35,0.322,2.218,-0.476,15.8,-1.975,-0.27,-2.579,-0.581,1.195,1.091,0.222,25.18,-1.157,1.784,1.165,1.173,1.257,1.009,2
"405",-0.083,0.126,0.275,0.445,0.575,80.32,-0.153,-0.778,0.069,0.373,0.092,32.26,-0.29,0.226,0.261,-1.252,0.525,0.32,-0.494,307.27,-0.647,2.452,-0.459,0.411,0.316,0.414,2
"3154",-0.874,-0.241,0.001,-0.564,1.016,93.99,0.752,0.45,1.207,-0.586,0.454,105.64,0.973,0.519,-0.793,-1.048,0.517,-0.482,0.292,216.12,0.583,1.85,0.159,0.273,0.3,0.431,2
"5230",-2.341,0.267,-0.228,3.551,6.873,39.67,-3.319,5.032,2.408,4.654,8.205,34.97,-4.501,-0.436,-2.655,4.376,3.214,4.802,7.928,38.21,-4.157,2.151,0.839,-0.097,1.328,1.164,2
"6100",-0.833,-0.721,-0.457,0.756,0.443,61.29,-0.605,0.695,1.017,1.185,1.125,47.77,-1.132,0.626,-0.472,-0.865,1.184,0.779,1.563,37.31,-0.767,1.571,-0.073,0.502,1.061,0.96,2
"5229",-2.115,0.436,-2.381,1.92,4.715,294.4,-1.962,3.887,-3.154,2.735,7.223,304.92,-2.817,0.148,-2.182,3.4,-1.856,3.224,7.502,305.29,-2.747,0.319,-0.356,-0.143,1.46,1.169,2
"1886",-1.401,-0.608,-0.389,0.756,0.179,63.42,-0.605,1.023,1.46,0.89,0.195,61.2,-0.711,0.168,-1.434,-0.153,1.893,0.692,-0.108,64.29,-0.617,0.81,-0.27,-0.212,1.049,0.976,2
"1553",-3.615,-0.072,-0.206,-2.661,6.345,124.65,2.561,2.741,2.155,-2.284,7.12,123.92,2.236,-1.605,-5.083,2.699,3.112,-2.876,4.05,131.9,2.262,1.684,0.933,0.527,1.611,1.11,2
"3849",0.134,1.226,1.191,-0.254,-0.305,89.4,0.299,-0.696,0.322,0.078,0.35,73.01,0.131,-1.547,-0.686,0.482,-0.824,0.136,0.151,273.53,-0.347,1.519,1.328,1.312,-0.809,-1.135,2
"5385",-0.845,-1.06,-1.03,0.911,0.707,3.46,-0.605,1.023,0.385,1.923,0.919,17.93,-1.975,0.801,-0.487,-0.153,1.332,1.448,0.386,27.01,-1.607,0.999,-0.21,-0.513,1.212,1.254,2
"4633",0.78,0.493,0.573,0.445,0.135,81.94,-0.605,-0.532,0.512,-0.07,-0.683,82.16,0.131,0.109,0.689,0.324,-0.732,-0.007,-0.8,268.45,0.043,0.999,1.19,-0.42,-0.837,-0.744,2
"3269",-0.619,-0.128,-1.992,1.61,-0.57,300.92,-1.962,3.969,-3.975,1.849,-0.115,294.86,-1.975,0.996,-0.319,2.327,-2.111,1.111,-0.871,286.01,-1.487,0.597,-0.064,0.042,1.106,1.044,2
"1017",-1.931,-0.1,-2.152,-0.254,2.513,270.46,-0.153,2.005,-2.648,0.668,3.658,283.37,-0.711,0.061,-2.136,0.599,-0.732,0.539,4.251,277.8,-0.467,0.484,-0.313,0.249,1.402,1.14,2
"6434",0.232,0.38,0.504,-0.176,0.223,88.21,0.299,-0.45,0.449,0.225,0.144,66.66,-0.29,0.08,-0.029,-0.326,-0.096,0.754,-1.254,299.43,-0.677,2.127,-0.09,-1.831,-0.654,-0.228,2
"2928",-2.282,0.38,-1.9,-4.524,2.249,214.36,4.37,8.469,-4.734,-7.229,4.949,217.2,6.868,-1.303,-3.48,6.695,-2.923,-6.714,2.265,216.18,6.672,2.062,1.354,0.665,0.711,0.426,2
"1430",-1.496,-0.157,-1.9,-2.583,1.192,232.35,2.561,3.478,-2.964,-3.096,2.727,227.2,3.078,0.139,-1.693,1.87,-1.083,-2.483,1.989,225.19,2.712,1.087,0.228,1.196,1.212,0.873,2
"3490",0.134,0.69,0.733,0.911,1.06,78.46,-1.058,-1.105,0.069,-0.07,0.815,77.91,0.131,-2.141,-0.609,0.807,-1.033,-0.579,0.699,256.07,0.493,1.796,1.242,1.912,-0.893,-1.112,2
"5591",-2.08,0.831,-1.236,6.036,2.117,353.83,-5.581,6.669,-0.499,7.163,2.366,176.75,-6.606,0.158,-2.411,4.427,0.772,6.221,2.141,179.06,-5.237,1.33,0.108,-0.143,1.455,1.375,2
"112",-2.935,-0.1,-0.686,-3.981,0.884,163.78,3.466,3.641,0.828,-4.572,0.764,166.43,3.92,-0.884,-4.091,1.646,1.203,-3.305,-0.793,172.74,3.132,0.189,1.509,0.965,1.399,1.137,2
"2482",-2.385,-0.552,-1.534,1.61,3.79,314.69,-1.51,1.514,-1.637,1.775,5.414,312.85,-1.553,-0.27,-2.854,1.163,-0.607,1.861,5.798,305.69,-1.487,2.121,1.328,1.358,1.508,1.141,2
"4632",0.31,0.521,0.596,-0.098,0.84,87.48,-0.153,-0.205,0.638,-0.66,0.299,114.91,0.552,-0.017,0.063,0.146,-0.485,-0.568,-1.24,248.78,0.463,1.105,0.77,-0.697,-0.896,-0.799,2
"1814",-0.485,-0.834,-1.557,0.057,-1.847,282.56,-0.605,2.987,-3.533,0.373,-1.355,277.98,-0.29,0.947,-0.121,2.266,-2.18,0.095,0.111,271.17,0.043,-0.714,0.331,0.065,0.793,0.751,2
"2596",-0.5,-0.495,-0.228,-0.331,0.84,90.56,0.299,-0.532,-0.563,0.299,-0.27,312.64,-0.29,-0.007,-0.747,-0.469,0.087,0.871,-0.538,309.55,-0.647,2.434,-2.582,-1.413,-0.234,0.234,2
"643",-2.043,-0.975,-1.35,-1.263,2.161,230.3,1.204,-0.041,-1.131,-0.734,1.746,241.3,0.552,-0.105,-2.319,-0.758,0.182,-0.283,2.302,250.84,0.253,0.207,0.117,0.111,1.284,1.164,2
"3156",-0.981,0.041,0.23,-0.176,-0.085,87.86,0.299,0.859,1.523,0.299,2.314,77.8,-0.29,0.528,-1.022,-1.119,0.62,0.611,1.704,339.22,-0.647,1.909,0.95,0.827,0.926,0.792,2
"1930",-0.7,0.323,0.436,0.678,0.399,78.43,-0.605,0.368,0.954,0.816,-0.063,55.72,-0.711,-0.611,-0.793,-0.936,0.635,0.82,0.501,340.47,-0.947,0.615,0.77,-0.051,0.229,0.207,2
"2166",-1.058,0.295,-2.312,-2.506,1.72,243.39,2.561,2.987,-3.154,-1.989,2.159,241.6,1.815,0.558,-0.899,1.646,-1.388,-1.564,1.26,241.13,1.692,0.089,-0.786,-0.028,1.251,1.04,2
"35281",0.357,0.86,0.802,1.687,-1.142,72.03,-1.51,0.368,1.207,0.078,0.505,81.81,-0.29,-0.446,0.017,0.157,-0.595,-0.196,0.074,262.88,0.163,1.773,1.706,1.473,-0.557,-0.792,2
"3712",-0.944,0.097,0.23,0.989,-0.085,73.09,-0.153,0.859,1.586,-0.365,0.35,96.36,0.552,0.48,-0.838,-1.363,1.051,-0.191,-0.269,125.48,0.373,0.739,-0.253,-0.559,0.463,0.642,2
"4695",-2.102,-0.241,-0.251,1.92,0.972,49.36,-1.962,1.596,1.397,1.923,3.089,42.19,-1.553,-0.076,-2.472,-0.377,1.435,1.152,3.764,38.11,-0.977,1.448,0.993,1.081,1.378,0.992,2
"3485",0.61,1.706,1.581,0.523,0.179,84.48,-0.605,-0.45,0.575,0.004,1.177,82.36,0.131,-1.634,0.063,1.117,-1.315,0.08,1.469,270.97,-0.047,1.359,1.345,1.312,-0.879,-1.167,2
"4224",-0.465,-0.015,-1.946,2.231,-0.482,310.69,-2.867,4.705,-4.165,2.735,-0.011,302.95,-3.238,0.791,-0.182,2.948,-2.527,1.131,0.611,286.78,-1.727,0.88,0.847,-0.166,0.819,0.809,2
"3734",-1.448,-0.834,-1.236,1.377,0.355,339.22,-1.51,0.695,0.259,1.701,1.022,15.66,-1.975,0.704,-1.373,-0.25,1.23,1.407,0.487,24.1,-1.607,0.615,0.134,1.058,1.517,1.148,2
"2041",-0.631,-0.185,0.046,-0.098,-0.085,86.25,0.299,0.204,1.017,-0.513,0.712,103.93,0.552,0.217,-0.686,-0.382,-0.085,-0.579,0.215,241.25,0.613,1.779,1.276,1.058,0.058,0.132,2
"6024",-0.396,-1.201,-0.87,0.29,1.368,44.46,-0.153,-0.696,-0.31,0.225,2.469,293.04,-0.29,1.2,0.154,-0.769,0.639,0.238,2.053,119.83,-0.137,1.938,0.915,1.287,1.086,0.927,2
"4509",-2.422,0.493,-2.633,-0.875,1.324,264.35,0.752,4.787,-4.923,0.078,2.676,272.06,-0.29,-0.29,-3.022,2.983,-2.629,0.192,2.191,271.22,0.103,0.207,0.434,0.988,1.535,1.128,2
"408",-1.073,-0.015,0.184,0.367,-0.041,80.41,-0.153,0.859,1.523,0.594,1.074,68.88,-0.29,-0.124,-1.357,-1.414,0.906,0.355,0.262,30.68,-0.437,2.535,1.637,2.189,0.717,0.486,2
"3901",-1.401,-0.467,-0.183,-0.331,-0.394,89.75,0.299,-0.041,0.891,-0.144,1.177,88.81,0.131,0.363,-1.861,-1.145,0.426,-0.135,-0.185,247.11,0.073,0.496,0.262,-0.305,0.227,0.393,1
"5796",-0.692,-0.947,-1.419,0.445,-0.217,299.51,-0.153,-0.368,-0.626,0.594,-0.373,327.31,-0.711,1.054,-0.212,-0.875,0.567,0.82,-0.108,337.65,-0.587,-0.65,-0.494,0.409,1.095,0.997,1
"3493",1.311,2.017,1.833,-1.418,0.179,96.52,1.656,0.041,0.575,-1.103,-1.303,137.79,0.973,-2.754,0.444,0.523,-0.816,-0.436,-1.634,256.28,0.493,-0.78,-1.499,-2.937,-1.785,-1.724,1
"646",-1.496,-1.144,-1.053,-1.341,0.135,182.26,1.204,-0.941,-0.31,-0.217,0.299,122.11,0.131,0.324,-1.525,-1.369,0.632,0.248,0.047,157.09,-0.257,-0.36,-0.855,-0.397,1.138,1.222,1
"21711",1.639,0.831,0.848,0.212,-1.318,84.93,-0.605,0.204,-1.258,-0.882,-0.787,239.01,0.973,-0.855,1.269,2.251,-2.028,-1.201,-0.672,251.74,1.183,0.981,0.632,-0.905,-1.45,-1.508,1
"2247",-1.018,0.154,0.184,1.61,-0.35,64.55,-1.51,1.35,1.586,1.259,0.867,56.53,-1.132,-0.076,-1.022,-1.17,1.104,0.355,1.731,94.12,-0.497,1.265,0.185,0.249,0.493,0.595,1
"3688",1.773,1.537,1.443,0.29,1.588,85.65,-0.153,-0.859,-0.247,-0.586,-0.321,184.26,0.552,-2.248,1.086,1.153,-1.33,-0.339,-0.904,262.04,0.373,0.236,-1.981,-3.422,-1.887,-1.821,1
"6531",0.511,-0.411,-0.228,0.989,0.399,64.12,-1.058,-0.287,0.575,0.373,0.092,60.04,-0.29,0.333,0.902,-0.952,0.232,0.09,-0.108,277.02,-0.137,1.944,0.426,1.589,-0.06,-0.241,1
"4830",-0.917,-0.749,-0.686,-2.04,3.086,145.5,1.656,0.123,-1.194,-0.882,0.144,238.72,0.552,-0.699,-1.22,-0.306,-0.256,-0.068,0.131,265.47,0.313,0.963,-0.614,-0.559,0.183,0.408,1
"58341",1.579,1.255,1.191,0.445,-0.526,83.94,-0.153,-0.696,0.069,-0.734,-0.89,151.7,0.973,-0.952,1.07,0.782,-0.923,-0.854,-1.55,248.88,0.883,-1.352,-1.362,-0.677,-1.459,-1.444,1
"9381",0.424,1.65,1.306,3.24,-0.526,65.68,-3.319,0.368,1.081,0.521,-0.115,64.37,-0.29,-1.293,-0.151,1.722,-1.574,-1.304,0.82,246.87,1.123,1.43,1.758,2.12,-1.087,-1.474,1
"5045",-1.828,-1.173,-1.213,-0.953,-0.085,214.5,1.204,-0.614,-0.563,-0.66,-1.407,156.09,0.552,0.148,-1.846,-1.323,0.685,-0.196,-0.693,178.82,0.223,-0.868,-1.474,-0.189,1.256,1.28,1
"5001",1.09,-0.354,-0.114,0.445,-0.878,75.31,-0.605,-0.041,-1.258,-0.217,-0.166,266.48,0.552,0.859,1.712,0.94,-1.178,-0.257,0.38,263.55,0.373,1.276,-0.124,-0.143,-0.279,-0.074,1
"16381",0.583,0.69,0.642,1.765,0.311,69.94,-1.962,-0.45,0.449,0.152,0.505,72.11,-0.29,-0.29,0.933,0.024,-0.268,-0.701,2.46,253.32,0.733,-0.484,0.194,1.497,-0.422,-0.608,1
"64131",0.554,0.831,0.848,0.911,-0.041,78.83,-1.058,-0.941,0.133,0.078,0.867,62.9,-0.29,0.148,0.719,0.009,-0.485,0.182,-0.034,274.33,-0.287,0.337,1.259,0.178,-0.324,-0.327,1
"2961",0.006,0.605,0.688,-0.409,0.311,90.8,0.752,1.105,1.649,-0.808,0.557,107.74,0.973,-1.284,-0.625,-0.011,-0.256,-0.859,0.017,235.05,0.823,0.118,1.096,0.319,-1.157,-1.253,1
"5751",-0.907,-0.778,-0.549,0.833,-0.394,53.34,-0.605,1.677,1.523,1.849,0.144,45.75,-1.553,0.85,-0.563,0.289,1.767,1.616,0.353,39.62,-1.697,1.111,0.399,0.409,1.304,1.135,1
"46910",0.004,0.323,0.459,-0.642,-0.085,93.21,0.752,-0.532,0.449,-0.291,-0.063,94.82,0.552,-0.543,-0.319,0.019,-0.5,0.141,-0.383,272.62,-0.107,0.071,-0.055,-0.859,-0.747,-0.48,1
"580",-0.832,-0.693,-0.366,-0.72,0.531,99.04,0.752,-0.941,0.133,-0.291,0.97,122.81,0.131,0.158,-0.869,-1.13,0.449,0.376,-0.363,305.78,-0.437,1.749,-0.546,-1.182,0.27,0.625,1
"38591",0.761,1.65,1.535,-0.642,0.223,92.14,0.752,-0.532,-0.12,-0.956,0.35,173.94,0.973,-1.469,-0.319,2.378,-2.115,-1.237,-0.914,251.77,1.333,-0.762,1.431,1.52,-1.405,-1.822,1
"4307",0.572,0.408,0.459,1.222,0.179,73.1,-1.058,-1.105,-0.436,-0.07,-0.166,286.32,0.131,0.324,0.918,0.263,-0.645,-0.405,0.386,257.49,0.403,0.993,1.199,0.804,-0.054,-0.03,1
"2137",-1.352,-0.919,-1.511,-0.098,-0.526,275.75,0.299,-0.123,-1.068,0.373,-0.063,298.16,-0.711,0.674,-1.174,-0.881,0.353,0.59,0.948,310.47,-0.557,-0.147,0.495,0.734,1.212,1.06,1
"911",0.583,2.412,2.153,-0.72,-0.746,92.15,0.752,-0.041,0.891,0.078,0.66,80.63,0.131,-1.196,-0.014,0.238,-0.633,0.024,1.442,271.54,-0.047,-1.311,1.371,0.711,-1.049,-1.172,1
"6141",-1.132,-1.286,-1.167,-0.098,0.135,170.72,0.299,-0.532,-0.31,0.373,-1.045,155.35,-0.29,0.635,-0.884,-0.947,0.685,0.662,-0.548,168,-0.707,1.176,0.047,-0.792,1.14,1.245,1
"3972",-1.559,-0.862,-0.984,1.454,1.588,14.52,-1.51,1.432,-0.183,2.44,1.177,179.74,-2.817,-0.037,-1.693,0.477,0.83,2.275,0.783,180.83,-2.447,1.235,0.306,-0.005,1.179,1.085,1
"58131",0.354,2.553,2.245,0.134,0.003,87.51,-0.153,0.041,0.828,-0.808,0.247,118.89,0.973,-1.848,-0.594,0.858,-0.816,-1.339,-0.834,236.92,1.273,-1.352,1.035,-0.307,-1.327,-1.459,1
"2105",-0.671,-0.834,-1.213,1.454,0.531,341.99,-1.51,-0.123,-0.31,1.037,-0.27,180.65,-1.132,0.558,-0.273,-1.028,0.498,0.585,-0.474,325.82,-0.647,0.508,0.237,-0.628,0.913,1.104,1
"35541",0.27,-0.298,-0.068,-1.03,-0.217,101.93,0.752,-0.041,0.701,0.521,0.195,56.41,-0.29,0.694,0.628,-0.606,-0.008,0.264,0.753,284.02,-0.287,-0.071,0.667,1.127,0.059,0.033,1
"5887",-0.625,-1.173,-1.03,-1.263,-0.217,182.59,1.204,0.286,-1.51,-0.365,1.125,261.53,0.131,0.713,-0.487,0.162,-0.607,0.141,0.154,272.78,-0.167,-0.844,0.141,0.686,0.908,0.771,1
"8171",0.256,0.436,0.55,-0.098,-0.966,87.38,-0.153,0.123,0.954,0.078,0.35,81.91,-0.29,0.139,0.322,-0.667,0.018,-0.109,0.188,261.59,-0.047,-0.449,0.254,1.45,-0.548,-0.649,1
"26181",1.047,1.593,1.489,-0.021,1.06,88.1,-0.153,-0.696,0.259,0.299,-0.166,52.97,-0.29,-2.219,0.505,0.141,-0.591,0.1,0.726,272.07,-0.137,-0.638,0.151,-1.298,-1.316,-1.207,1
"5898",-1.287,-0.693,-0.435,0.6,0.443,65.22,-0.605,0.614,1.207,0.668,-0.321,62.73,-1.132,0.801,-1.067,-0.459,1.626,0.657,0.672,59.76,-0.917,1.377,0.168,0.733,1.284,1.055,1
"3469",1.74,1.819,1.649,-1.03,1.676,94.6,1.204,-0.696,0.006,-0.734,-0.063,159.38,0.552,-1.829,1.162,1.25,-1.144,-1.411,-0.646,241.05,1.303,-1.288,0.623,-0.212,-1.498,-1.622,1
"64161",0.463,0.549,0.642,-0.72,0.399,93.72,0.752,-0.368,0.449,-0.734,0.04,132.98,0.973,-0.076,0.276,0.736,-0.877,-0.854,-1.361,246.86,0.793,0.319,0.295,0.294,-0.916,-0.867,1
"3040",0.196,-0.919,-0.847,1.144,-0.614,22.55,-1.058,0.859,-1.953,0.004,0.35,273.1,-0.29,0.645,0.566,1.143,-1.334,-0.17,0.44,265.97,0.193,1.347,1.251,1.266,0.31,0.145,1
"2253",0.222,0.38,0.481,0.134,-0.658,85.05,-0.153,-0.205,0.765,0.004,0.557,82.36,0.131,-0.387,-0.014,0.324,-0.629,-0.681,1.072,247.61,0.673,-0.461,1.259,1.566,-0.816,-1.081,1
"741",-0.832,-0.524,-0.228,-0.098,-0.394,84.89,0.299,1.432,1.776,1.037,-0.27,63.26,-0.711,0.129,-0.793,-0.037,1.767,1.177,-0.525,48.19,-1.157,0.739,-0.622,-0.305,0.416,0.438,1
"3702",-0.457,-0.862,-0.618,0.756,-0.261,52.9,-0.605,-0.205,-1.131,0.004,0.454,275.75,-0.29,0.489,-0.457,0.121,-0.576,0.197,-0.538,274.72,-0.257,-0.567,0.254,0.457,0.481,0.436,1
"9201",1.114,1.735,1.604,0.134,0.311,86.89,-0.153,-0.205,0.765,-0.217,-0.218,91.82,0.131,-1.878,0.46,0.497,-0.858,-0.043,0.494,268,0.283,-0.49,1.294,-0.074,-1.352,-1.477,1
"3188",-0.355,-1.06,-1.03,0.833,-0.79,175.25,-1.058,0.123,-0.563,1.185,-0.993,340.95,-1.553,1.463,0.582,-0.509,0.719,1.264,-0.279,174.16,-1.547,-0.147,-1.448,-0.305,1.361,1.257,1
"3756",-1.252,-1.088,-1.19,-1.341,-0.173,206.94,1.656,-1.105,0.006,-0.217,0.299,113.91,0.552,0.694,-1.022,-1.297,1.119,0.003,-0.763,114.06,0.193,-0.1,-0.167,0.48,1.425,1.245,1
"5767",0.605,0.295,0.413,0.212,1.456,83.8,-0.153,-0.614,-0.752,-0.365,-0.993,260.99,0.552,-2.189,0.231,0.426,-0.797,0.197,0.716,274.42,0.013,-0.171,0.245,-1.76,-0.982,-0.711,1
"22791",-0.527,0.097,0.207,1.144,0.091,70.39,-1.058,-0.45,0.512,0.078,-0.58,80.3,0.131,-0.475,-0.716,-1.582,0.753,0.013,-0.041,244.4,0.133,1.353,0.159,0.504,-0.404,-0.346,1
"4806",-0.798,0.323,0.367,1.144,0.84,72.53,-1.058,1.268,1.523,1.111,-0.321,58.05,-1.132,-0.007,-0.457,-0.555,1.367,0.983,0.776,39.02,-0.977,-0.154,-0.107,0.296,0.548,0.432,1
"53441",-0.493,0.182,0.344,-0.409,-0.305,90.49,0.299,-0.205,0.765,-0.07,0.557,86.06,0.131,0.324,-0.365,-0.906,0.251,-0.293,0.383,244.22,0.253,0.225,0.598,1.035,0.273,0.242,1
